id,text,cat_val
1127,"I’ve had COVID and I would rather get covid again then ever get their poisonous, experimental jab- the immune system is a remarkable thing, strengthen it, and take care of it #JUSTSAYNO #NoVaccinePassports #NoVaccineForMe #COVID19",R
1128,"No vaccine but healthy food will boost your immune system!!! #NoVaccineForMe  #healthylifestyle #healthyfoodimmunesystem
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ https://t.co/Y1DM7LnITg",R
1129,"@nypost Why are #THEY lying to US? What do they seek to accomplish by vaxxing US with an experimental whaccine void of FDA approval? What's the end game? It definitely is NOT health &amp; well being. ""Hold the arms. Hold the legs. Everyone gets vaxxed. No one escapes."" This is #USBiowarfare! https://t.co/cfI60cD9FD",R
1130,Top 10 side effects of covid vaccine that tells you it's working: 1. Instant death. 2. Severe pain 3. Fever 4. Positive covid test 5. Headaches 6. Identifying a new gender 7. Righteousness toward the unvaccinated mendicants 8. Feel invincible 9. Irrational fear of unmasked 10. 🤔,R
1131,"@KwameA007 @BorisJohnson is a Globalist Fascist liar and stupid too. He admits that the vaccinated can still spread and catch the disease, so how exactly are they any different than the unvaccinated. If I were Boris, I would monitor deaths and side effects of the vaccinated.",R
1132,"@michaelwhite I agree, and BBC is wrong to play it down. However, the government want to keep #COVIDvaccine dangerous side effect problems hushed up until everyone's been vaxxed. How devious and cynical is that? #AstraZeneca #Thrombosis",R
1133,"France Registers Two New Fatal Thrombosis Cases After Vaccination With #Astrazeneca Drug, while regulators/govts keep up the standard denials that vax had anything to do with the deaths/injuries #Scamdemic #Plandemic #VaccineInjury https://t.co/21s6iWfkBc",R
1134,@wolfman_55 @kejamieson_ I'm not talking just about the AZ nor the thrombosis a few people have had. Some people are allergic to some of the compounds in them.same as some people are allergic to nuts etc So like I already asked do you believe people who vcant be vaxxed should isolate permanently,R
1135,"@JohnRuddick2 Actually a large percentage of people I know who have been vaxxed had side effects that under less hysterical circumstances would basically be ruled as an allergy and it would be deemed not worth having the second dose. But yeah, I guess at least they haven't died of blood clots.",R
1136,@standardnews @KayBurley This is only the tip of the iceberg. Just posted a case where they put „blood clots“ in the death certificate without reporting because it happened weeks later. Additionally vaccines do cause so many side effects. The #vaccineinjury story of my son. https://t.co/uCk8Wz77Rk,R
1137,"They all say they'd rather the side effects than covid, because another unvaccinated relie a 57 yo male is very sick with covid",R
1138,"Number of COVID Vaccine Injuries Reported to VAERS Surpasses 50,000, CDC Data Show #VaccineInjury #BigPharma #FireFauci #BillGatesBioTerrorist https://t.co/PHreD0qikW",R
1139,"And the murders continue in the name of saving you CDC: 2,050 DEAD Following so called #CovidVaccines as 300+ Deaths Added This Week – 16 Deaths from New Johnson &amp; Johnson vax MSM continues #VAERS data blackout #Scamdemic #Plandemic #VaccineInjury https://t.co/SUEjgpD54M",R
1140,"WHY are so many people refusing to believe that psychiatric medications are harmful to some people? If it’s not applicable to you, then move on, but don’t discount the experiences of thousands (millions?) of people. #InformedConsent https://t.co/hfgy06dKre",R
1141,@KFLAPH @MOHKFLA @IanArthurMPP @MarkGerretsen @MayorPaterson Check out some of the real life stories of injuries. #informedconsent #NurembergCode #Nuremberg2021 https://t.co/dTIWAtktZz,R
1142,"We have two important topics that urgently need discussion : 1) Should naturally immune persons get vaccinated? 2) Should children under 16 get vaccinated? If clear and timely guidance are not issued immediately, it may be a moot point. #InformedConsent",R
1143,"""The United Nations (UN) and WHO are legally obligated to uphold the right to informed consent yet have instead been complicit in violating it."" #COVID19 #Vaccines #InformedConsent #UN #WHO https://t.co/myT2vJjP5g https://t.co/rHkodS35hH",R
1144,Obituary: Kansas Woman Died After Receiving a COVID-19 Vaccine - The Vaccine Reaction Watch the video on TVR and subscribe today! Stay Connected. Stay Informed. #NVIC #VaccineFreedom #InformedConsent @NVICLoeDown https://t.co/fHmEdxp2Or,R
1145,"@njdotcom Hey NJ . com, when are you ever going to report on this? There have now been 50,861 cases of adverse reactions, some permanent, including 2,249 deaths, reported to VAERS after Covid19 vaccinations. #InformedConsent https://t.co/b3buuwDLNr",R
1146,"Question 7: How much #aluminum is in vaccines? To learn more about aluminum in #vaccines, read the entire Aluminum Vaccine Risk Statement here: https://t.co/bsZ64Dv33q #Adjuvants #Physicians4InformedConsent #1stDoNoHarm #Vaccination #InformedConsent #Science #Statistics https://t.co/2yVJDxK6PQ",R
1147,#InformedConsent? Doctors have been warned and they must inform patients. Does the benefit outweigh the risk? Everyone can make their own decision. #MyBodyMyChoice https://t.co/IPKXKxhQYN,R
1148,"Given the potential for adverse effects, potentially fatal ones, it is completely inappropriate and unacceptable that EMA permits these products, which hold only emergency use authorisations, to be administered to younger (&lt;60y) people who are healthy, 1/ #InformedConsent https://t.co/6exHLvKzba",R
1149,for whom — in the absence of “vaccination” — COVID-19 poses no substantive risk. Such is the real risk-benefit analysis of the COVID-19 “vaccines”. Either the EMA @EMA_News lacks the subject-matter expertise to appreciate the molecular science 6/ #InformedConsent,R
1150,#informedconsent means nothing for a drug #trial group other than they've signed away their legal recourse should they come to harm or death due to the medication or #vaccine.,R
1151,"@WWJ950 @DetroitRedWings .@cityofdetroit Pushing the J&amp;J vax while yet another country pulls the same viral vector AZ vaccine off the market, I hope you all see jail time some day for violating human rights, &amp; pushing an experimental shot. #InformedConsent #LabRat @sdaviswwj https://t.co/pq6VlyJnDa",R
1152,"“It is simply no longer possible to believe much of the clinical research that is published, or to rely on the judgment of trusted physicians or authoritative medical guidelines.” #Vaccines #InformedConsent https://t.co/4VxNlml8zE",R
1153,"@NBSaphierMD If it weren’t for bad advice, they’d give no advice at all. What good is having diversity if you tell any ‘questioning’ or divergent opinions to shut up and sit down because I’m the expert and I’m from the government. #InformedConsent #ShowYourWork #ScienceExplainsTheData",R
1154,"Breaking, Newport Beach, CA: Physicians for Informed Consent Publishes New Educational Document on Risk of Aluminum in Vaccines https://t.co/LNd8mQ4Qwm #Aluminum #Adjuvants #Physicians4InformedConsent #1stDoNoHarm #Vaccines #Vaccination #InformedConsent #Science #Statistics https://t.co/EEUwQ5XFxO",R
1155,"@cov19treatments For your information, @Facebook page on #Covid19 https://t.co/X3hl7DwXsW Read full text as it's a denial of science and right to hold an informed opinion #Fascism #Totalitarianism Will #Facebook pay compensation for one's #Covax adverse react? Denial of #InformedConsent https://t.co/TrkiX73vgU",R
1156,Meanwhile #ScottMorrison &amp; CMO Paul Kelly jumped the queue to get Pfizer whilst most Australia 🇦🇺 waits on the suspect budget version Aston Zeneca 😡 #auspol #BloodClots #skynews #9News #7NEWS https://t.co/SM1Vkzsni7,R
1157,@NSWHealth @NSWCHO @acypNSW I hope you are disclosing the fact that there is a much higher risk of receiving a life-threatening blood clot - pro-thrombotic thrombocytopenia from the AstraZeneca 💉 than there is of dying from #COVID. This is even more applicable in Australia 🇦🇺 #InformedConsent https://t.co/aph5R3gp5m,R
1158,@BBCBreakfast if bloodclots had nothing to do with Oxford jab there would be the same incidences of clots in those vaxxed with Pfizer This is a cover up. My blood is prone to clotting I am on drugs but they assure me its safe. They just dont know It is still a trial you muppets!,R
1159,Unvxed or not experimented on? My family will definitely not be part of their mass gene trials but also have never had conventional vx either. Consequently my 5 children have never had to go to the drs or hospital. Vaccines may have eradicated illnesses but I feel caused worse. https://t.co/eRlpgzaPgm,R
1160,The jab is not a vaccine and I will not be part of an experimental trial of gene therapy.,R
1161,"@finnie_claire @JamesMelville If Vax works, the. Unvaxxed kids are not a danger to Vaxxed kids. Right now people Vaxxed with the trial gene therapy are more if a danger to the unvaxxed than th other way round.",R
1162,"If you have taken the mRNA jab do your part and stay at home. You enrolled in a human trial for a experimental gene therapy. No one knows the risks of being close to a genetically modified human, so please isolate yourself from the healthy unvaccinated members of society.",R
1163,"@zoeharcombe @BorisJohnson I think they will try to introduce it as a technology trial, where you can set your own status to 'vaccinated' That will allow young people to use it. One year later, all status are updated to 'unvaccinated'. Future Update by SERCO only. You have been warned.",R
1164,@BrownSugar_1978 @david_gayler @KatyJayne101 @stripywolf If the virus is allowed to transmit between unvaccinated more mutations will arise with likelihood of vaccine resistant strains. And trials show vaccine doesn't work for the hundreds of thousands of people like me with suppressed immune system. There is reason to be afraid.,R
1165,"I’m not anti vaccination, I just want to wait till they are out of their trial period in 2023 to make an informed choice, lets respect each others choices.",R
1166,The whole thing is a massive global vaccine trial anyway. Anyone who takes this vaccine has rocks in their heads https://t.co/kNjrsmBk9h,R
1167,"No one is safe until everyone is safe... or should that read ""until everyone is vaxxed?"" Twats. It's a fucking #EmergencyTrial of an #UntestedGeneTherapyExperiment for God's sakes. https://t.co/SxtWsHYH9z",R
1168,I am not #AntiVaccine. All I am asking is that I have the choice to wait until longer term data on safety and efficacy are made available. Especially in #immunocompromised individuals like myself. Trials won't end until 2023. Then I will make an #educated decision for my health. https://t.co/s40MejXj8c,R
1169,@geoffacakes78 @RupertLowe10 @KonstantinKisin Not for this one. It is still a new vaccine. And is still in the trial stages as far as it being safe 4 everyone. There's still some risks. So therefore it cannot be a required vaccine 4 everyone yet. Untill then unvaccinated ppl cannot be discriminated against.,R
1170,@ClivetheFirst @Birdie_Rebel @weekendchef1 I have never refused a vaccine that has finished it’s clinical trials. I wait for “full” as opposed to “emergency” approval and then weigh the benefits against any risk. Unlike you I don’t intend to ostracise anyone. I will treat vaccinated and unvaccinated alike.,R
1171,I am not #AntiVaccine. All I am asking is that I have the choice to wait until longer term data on safety and efficacy are made available. Especially in #immunocompromised individuals like myself. Trials won't end until 2023. Then I will make an #educated decision for my health. https://t.co/s40MejXj8c,R
1172,"A 40-year old is VAXXED on March 22nd. She's dead by the 26th of ""natural causes?!"" I 'd say this counts as another example of the ""suppression of adverse trial results."" https://t.co/jqVuadsjTe",R
1173,"Hey, Shatner, the vaccine is EXPERIMENTAL.... animal trials won't conclude until 2023. Meanwhile I'm the rat in the cage saying ""I'll get mine when the human trials are done!"" https://t.co/lZqS5GEcxA",R
1174,"@MoriartyProfJ3 This should be the official name ""GENOCIDE PASSPORT"".and the boosters as they are not regarded as significantly different won't need any trials at all. The regulators will wave those through. Anything can be in them. Genetic code to harm people in any way! Depopulation? 😡 https://t.co/cocip6PEwV",R
1175,"@Verity36405235 Same in the State of MI. Ever since the push for the experiential gene therapy and mask wearing the cases have increased. It is possible for those who have been ""vaxxed"" to spread covid to others.",R
1176,@BorisJohnson These are EXPERIMENTAL vaccines and gene therapy treatments never used on humans before. U r asking your country to participate in a medical trial without informed consent. CRIMINAL 😡 #NoVaccine #NoVaccinePassports,R
1177,"@CBCToronto Yep, saw that coming a mile away, got to keep the profits coming in, even if this is a depopulation vaccine. Thank God this experimental vaccine is optional because you can't un-take it.",R
1178,"@Spasdave Maybe there’s a company or person which prefers us to work with them? „unvaccinated“, actually it’s the wrong definition as the new jab is not a vaccine but an experimental programme. Maybe someone prefers to work with non programmed human beings!?",R
1179,"Look at the stupidity of some people. If you are vulnerable, get the vaccine and let people live their life. Someone who has taken these experimental injections can also catch the virus and spread it. https://t.co/HUWEn0FIpW",R
1180,"It’s completely unethical, unlawful, and un-American to trample a person’s God-given liberties just because they chose to opt-out of a liability-free experimental injection with DEATH listed as a possible outcome. #mybodymychoice @JoeBiden🥴",R
1181,"@unifiedprolife @msbritt42 But I’m a Canadian citizen living in the US... so if this is implemented I’m forced to choose: never be home with my entire family again, or inject an experimental substance. #NoVaccinePassports #MyBodyMyChoice",R
1182,If masks &amp; distancing is needed after fully vaxxed the ‘experts’ clearly lack confidence in the vax they are pushing. So you’ll be IN an experimental study to DETERMINE the safety &amp; effectiveness of vax w/ NO guarantee of either! No $ for participating &amp; no recourse if harmed.,R
1183,Not part of the flock 🦁 I do not volunteer for an experimental vaccination 🌈mum🤴🤴👸🤴nana👸🤴👸👸👸👸 🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧,R
1184,The armed forces are brave men and women who have volunteered to place their lives on the line to protect our nations. They did NOT sign up to be vaccine guinea pigs. I thank them for their service and stand with them on their refusal to take this experimental jab. #VaXXed https://t.co/0yfLDI3tQ9,R
1185,@PoliticsForAlI @Telegraph I'd be happy to be put in the unvaccinated section. Then I can look over at all the bedwetters living in fear who took an experimental vaccine for a virus with a 99.8% natural recovery rate.,R
1186,"@masteracestick @lisa_cara19 This vaccine is months old and it's been rushed to the market. To force people to get it is ridiculous right now, especially young people. Other diseases we get vaxxed for are more deadly and they use weak forms of the virus to build immunity. This is an experimental form.",R
1187,"@humbleCryptoGod @SawbonesHex I refuse. This is not a vaccine, but experimental gene therapy. It’s not FDA approved and we’re essentially guinea pigs. It hasn’t been properly tested. They’re hiding the people who had severe reactions or died and are not responsible for any of it.#ChangesDNA #MyBodyMyChoice",R
1188,I hope the companies who make their employees have the vaccine have a liability policy that covers them for forcing an experimental vaccine on people #CrimesAgainstHumanity #forcedvaccination #theyknownotwhattheydo #mRNA #VaccinePassports #ShameOnYou,R
1189,Hey all you who rushed to get an experimental unapproved vaccine— you can still GET the CCP virus and you can still INFECT others. There’s probably a good reason like this was for depopulation courtesy of NWO and Gates but we’ll get into that later. https://t.co/dad46lpJh7,R
1190,"Me, just decline it. The jabs are experimental, besides, we don't need them for flu. They are trying to trespass and administer people. NO CONSENT GIVEN https://t.co/IGJ3bfh3RG",R
1191,@ElvisSinosic One of my theories: They are pushing the experimental vaccine because when the DNA altering vaccine interacts with viruses the virus will spread even more rapidly and mutate aswell which will cause a never ending pandemic which means more $ for big pharma and depopulation.,R
1192,@SudanStephen @joel24992 @lozwinter @c_r_5 @MattHancock The unvaccinated trust their immune systems and dont want no experimental vaccine,R
1193,The Disregard of Informed Consent and Echoes of Nuremberg - Most disturbing is how a general public concerned over GMOs are demonstrably complacent about injecting experimental mRNA technology by @TraderStef for #CrushTheStreet #InformedConsent https://t.co/MYufm4Ywkn https://t.co/6tTICYXO6u,R
1194,@Telegraph My already vaxxed ex-navy very fit 78 year old Dad was rushed to hospital by ambulance on Friday night with a suspected heart attack. Blood pressure sky high. Turned out he was having a panic attack. This government have destroyed his mind. I hope those responsible pay for it.,R
1195,"@Verity36405235 Same in the State of MI. Ever since the push for the experiential gene therapy and mask wearing the cases have increased. It is possible for those who have been ""vaxxed"" to spread covid to others.",R
1196,And here it is...@MichelleRempel pedalling experimental gene therapy injections and depopulation. You are a DISGRACE. https://t.co/Y96C13BR4c,R
1197,@JamesMelville Yes if the vax reduces the risk of death in the vulnerable that’s all that matters. I don’t understand why the rest of us all need to be vaxxed when we are part of the 99.7% that will survive but now need a shot of rushed through trial gene therapy. The whole thing is evil.,R
1198,"@RiderofWolves @Leerose1985 as the agenda 21 depopulation agenda advances.. The 1st shot is the vaccine. 2nd shot is RNA editing gene therapy to allow the vaccine access. What else will it do, delayed? Every year another 1, what is planned to be hidden in those? (breeding short ppl to work in sewers/mines?)",R
1199,"@live4literacy @HarrietBurandt @solusnan1 Well, since I had anaphylactic shock from the flu shot in 2018, I’d hardly call that selfish to avoid it at all costs. It’s not a vaccine - it’s an experimental gene therapy. It’s all yours. If you’re so frightened by the unvaccinated, then you truly don’t believe it works. 🤦🏻‍♀️",R
1200,"Fear &amp; coercion is what 'they' are banking on! This isn't a public health emergency, is it? Why did we have to wait 12 months for a #COVID19 ""investigational vaccine"" @US_FDA to be developed? Why didn't ALL governments worldwide repurpose other drugs?🤔 https://t.co/zZUtuBapXg",R
1201,@DoctorJanette @Vern20151 NO EXPERIMENTAL VACCINES FOR ME. ESPECIALLY from entities that are pushing them on little children and babies! Do people really not see what is going on here? Unbelievable. #NoVaccineForMe #NoVaccinePassports #Agenda21 #Agenda30 #FightBackBetter,R
1202,"@HayleyColins @wendyandreg @JackRussellsMom @AndyBird21 Please watch this video of a Doctor who looked at his patients records to compare the health of them: vaccinated Vs unvaccinated. His study was SHOCKING, the CDC tried to silence him!! 
https://t.co/pcrlrsuvnp",R
1203,"U sure you want to be vaxxed before
the trials are over in 2023? Why is it we can not allow any death at all of coflu but when it's from a vax that lines big pHARMas pockets it's no problem? What do I know, I'm no god complexed doctor 🤑🤑
https://t.co/TXjBsjrfsb #coflu https://t.co/3LyNNZvKUb",R
1204,"@RonnyJacksonTX Ronny, since you are a doctor, can you tell us what will happen to the blood supply when some people took vaccines, and others didn't? Those of us not vaccinated - would we only be able to have unvaccinated people's blood? Or are they mixing it all together - vaccinated and un?",R
1205,"I’m not #antivacc but I am anti blood clots, anti arthralgia and generally anti side effect. I hope that’s ok 👀",R
1206,#CovidVaccine #AntiVaccine #plandemic https://t.co/5b4MAczZcd,R
1207,"@toadmeister So, 1 blood clot per 600,000 vaccinations. What is the rate among the unvaccinated, (controlling for age and underlying health problems)?",R
1208,OUT OF MILLIONS VAXXED. GET A GRIP! British regulators increase number of blood clot cases after AstraZeneca vaccine to 30 | CBC News https://t.co/CXXO2LZ4Zx,R
1209,So a blood clot is covid caused. But a blood clot after vaccination is...a blood clot? #NoVaccinePassports #novaccine #COVID19,R
1210,Some truth being spoken here. Remember 94% of #COVID19 deaths had 2+ comorbidities and 78% of all #COVID19 hospitalizations were #obese . It is lifestyle choices that are killing you not a virus with a 99.8% survival rate. #COVIDVaccine #Informedconsent https://t.co/wcAFnY2TGp,R
1211,"Ok so I’m still excited about getting vaxxed... but the whole side effects thing is REAL and I apparently am NOT super woman who could avoid getting sick. Have a 100.3 fever, chills, aches and nausea. 😭 https://t.co/inuWuv7PZl",R
1212,"If I'm not vaccinated, I will still have chances to contract COVID 19. But if I am to be vaccinated, I will still have chances of contracting ones and suffer from the side effects of tha vaccine. So No Vaccine #MyBodyMyChoice",R
1213,@totallyfedup36 @Gary_Kidson @steven8661 @boredvicki @BorisJohnson I doubt he was informed it was still in trials until 2023. I've checked NHS website and while it states some side effects there is no mention of trial status and emergency use only. Therefore it is not #InformedConsent and so is a violation of the #NurumbergCode article 1.,R
1214,"@RDWHBSC @Shutterbug5269 @EllenBarkin recommended, but are not mandated beyond MMR, Chicken Pox, etc., which are highly contagious and can have serious side effects if an un-vaxxed person gets them later in life. 2/",R
1215,@GovCanHealth Do you ever watch the drug commercials on US TV? They list off a long list of drug side effects that make whatever the drug was supposed to cure seem like a better alternative. 93.2% of unvaccinated Canadians that had Covid required no hospitol care. https://t.co/oLeSzXfzek,R
1216,"""@CryptoJedi9 @wally_bing @fdotny @BridgetPhetasy 1. Short term you might be, but how the fuck do you know there are no long term side effects? (Hint: you don't).
2. If you would be killing anyone it would be unvaccinated people, so you just said you don't give a fuck?
3. In the full year I was unvaccinated, I killed 0 people.""",R
1217,"@SomeToby @BreesAnna Not anti vax, just anti in trial stages jabs &amp; can you provide any links that it is proven to stop the spread, as the govt website states 'you can still catch &amp; spread the virus' &amp; is why Boris stated, vaxxed people can't meet other vaxxed people from other households indoors.",R
1218,"i would like journalism on parents signing kids up for vaccine trials...i'm vaxxed and pro-vaxx, but am incredibly curious about the thought process, there – or, another way, about the evidence medical teams are presenting that allow parents to confidently make that decision",R
1219,"Irresponsible journalism from @abcnews . I’ve never seen them run stories on unvaccinated people being admitted to hospital with blood clots. A clinical trial involving 32,000 people found no evidence that the AZ vaccine causes blood clotting.",R
1220,"""#VaccinesKill
I was admitted into hospital with sepsis, 2 separate doctors asked me if I'd had the #CovidVaccine when I said no, they both said, that can't be the cause of the infection? 

Ask yourself why would I be asked that? 
Bc  it is a trial. It is lethel.
Do NOT consent.""",R
1221,Do your research before you allow big companies to pump up your family with unnecessary drugs!! #vaccinedangers #vaccineskill #drugfree #naturalhealth https://t.co/g8q9MZM8gs,R
1222,"The #CovidHoax vaccine will be the first of its kind. It will change your DNA, so essentially you will become a geneticlly modefied human. Please see below &amp; research! #BillGatesVaccine #BillGatesBioTerrorist #VaccinesKill #TruthMatters It's time to #WakeUpWorld https://t.co/ZWzU6VH1w4",R
1223,"If you have taken the mRNA jab do your part and stay at home. You enrolled in a human trial for a experimental gene therapy. No one knows the risks of being close to a genetically modified human, so please isolate yourself from the healthy unvaccinated members of society.",R
1224,"If you have taken the mRNA jab do your part and stay at home. You enrolled in a human trial for a experimental gene therapy. No one knows the risks of being close to a genetically modified human, so please isolate yourself from the healthy unvaccinated members of society.",R
1225,"@MarkDavis You're comparing apples to oranges when you're trying to justify a ""vaccine"" trial that you &amp; 30+ million Americans are participating in AND that we've NEVER done before. You can't compare this mRNA vaccine with ANY other vax data bc this is the FIRST. #NoVaccineForMe",R
1226,"""@Agamemn92874662 That’s about the same risk of getting a serious case of COVID if you’re unvaccinated, under 50, healthy and live in the U.K, so perhaps you should get real. 

There are also many cases of serious adverse reactions from the vaccines affecting those with auto immune disease.""",R
1227,@gemsays I am very interested to see what happens to the vaccinated if we get another wave compared to the unvaccinated. There is a concern that messing with the immune system this early can have a detrimental effect on your reaction to the virus. I am watching closely.,R
1228,"""The unvaccinated are not welcome"" Fine, I don't want to enter a room full of contagious mRNA-jabbed persons with compromised immune systems"". &gt;&gt; https://t.co/vT4HL9sWl6",R
1229,"@LekkaMercedez This is what the vaccine is designed to do, mutate and shed, destroy immune systems, then when mutated virus starts to kill those with destroyed immune systems, blame the unvaccinated...end game , #JesusChrist",R
1230,@Amoody27 @GovRonDeSantis BS - it’s a non sheep policy thank the fk for that. Bravo !! Experimental gene therapy to get over a flu - c’mon. If you’re scared &gt;&gt; get vaxxed. Fine by me. If you think this is something else as I do. Stand your ground. Wish my MP was this guy.....,R
1231,@drdrew You do know technically it's not even considered a Vaccine yet? Rna Gene therapy has never been used before. Get ready for a lot of casualties when the vaxxed go up against any Virus in the future!,R
1232,@SaraHaboubi1 On target. It's always been about control. No one needs this biologic agent/gene therapy. It does nothing of benefit and will result in yout doom. https://t.co/nzsd8IdGO4 https://t.co/hjyyK6OLg1,R
1233,"""Remember if you get vaxxed — you can still get infected with kovid &amp; still transmit the virus. 

The covid vaxx is not even a vaxx. It’s gene therapy. It offers no immunity, only reduces symptoms. 

So these facts alone destroy the need for covid passports don’t ya think??""",R
1234,@KendraLoren @ericchurchmusic @billboard Eric Church - pushing experimental gene therapy - what a pathetic corporate pharma sell out :( #NoVaccineForMe #NoVaccinePassports #JUSTSAYNO #bigpharmasellout #genetherapy #MedicalApartheid #northkorea #eugenics #arrestbillgates #evil #shill #establishmentshill #music,R
1235,"3,964 DEAD 162,610 Injuries: European Database of Adverse Drug Reactions for COVID-19 “Vaccines”

#Scamdemic #Plandemic #VaccineInjury #JUSTSAYNO
https://t.co/pyFbZBABwj",R
1236,"@dockaurG #BigPharma experimental covid19 vaccine is unsafe, illegal to enforce in US &amp; not approved by FDA

Why inject zero-liability vaccine for virus w/ 99.6% survival rate?

https://t.co/Hh9BuKfdgq

https://t.co/0E2nzqH41c
https://t.co/1h8y4Bvj7T
https://t.co/tge8tIUnwq

#VaccineInjury",R
1237,@sunlorrie @anthonyfurey My main concern I have is that will we be given a choice on taking the vaccine or will we be FORCED to with vaccine passports? I as a low risk group (99.6% survival rate) should not be compelled to take a vaccine with a possible high rate of adverse side effects. #mybodymychoice,R
1238,"@Yoder_Esq @mikepfingston2 Most of these people have a ~ 99.98% chance of not only surviving a novel virus but more than likely would only get sick &amp; get better, as did I. I'm passing on the free doughnut &amp; the experimental rushed to public gene therapy with unknown long-term side effects. #NoVaccineForMe",R
1239,"Top 10 side effects of covid vaccine that tells you it's working:
1. Instant death.
2. Severe pain
3. Fever
4. Positive covid test
5. Headaches
6. Identifying a new gender
7. Righteousness toward the unvaccinated mendicants
8. Feel invincible
9. Irrational fear of unmasked
10. 🤔",R
1240,"@MattMan_IWS @ksorbs There’s plenty of unvaccinated kids in schools because parents have to option to not vax. The school just needs the records from the dr because the gov require it, not because it’s safe. Please do your research, vaccines kill",R
1241,"@JamesDelingpole Media is censoring.Remember the baby who got rash from vaxxed Mum's breast milk &amp;later died?Well here r more rashes.Funny how so many screamed 'convid cases',but will deny vax damage.Tho go on threads in 1000s,wearing their reactions like badges of honour

https://t.co/Qdch8EYtFt",R
1242,@BasqueGroyper_ @iAmOnThisApp Recommend Chlorella to your r*t*rd*d vaxxed family members and friends - it will at least remove the aluminum and mercury from the blood almost completely if taken right after the gmo fetal abortion cells mark of the beast concoction is injected. *This will not revert DNA damage,R
1243,"3,964 DEAD 162,610 Injuries: European Database of Adverse Drug Reactions for COVID-19 “Vaccines”

#Scamdemic #Plandemic #VaccineInjury #JUSTSAYNO
https://t.co/pyFbZBABwj",R
1244,"@reallygraceful Probably not, 
maybe outside at a distance if it was unavoidable 
Did you see that vaxxed mum  breastfed baby reaction post ? Serious skin rash unwell etc 
That’s got to be something bad to get through the natural breast filters",R
1245,"@GuinnChastity So sorry to hear about your moms frightening adverse reaction and very glad she's better now.  Also very glad the doctor admitted it was a vaccine reaction.  Report it to VAERS immediately, even if Dr. does not.  #LearnTheRisk #NVIC",R
1246,Even those who used to work with vaccines are now calling them out as harmful...wakey wakey people https://t.co/6BbZes1xni,R
1247,"@DoctorVive The GOVERNMENT has ALLOWED the private sector to do these harms. The private sector doesn't give two shits about you or this planet. What fucking koolaid have you all been drinking? And if it's 'green"" it's been spiked w/antifreeze.

THIS is NOT Democracy. #IDoNotConsent",R
1248,"@EpochTimes Or choose the #NoVaccineForMe route if you'd rather your child not take part in a rushed to public, type of gene therapy ""vaccine"" experiment with unknown long-term side effects &amp; 2500+ VAERS reported post-vax deaths. You make the call. 🤨🤔
https://t.co/U9FexY8qTo",R
1249,@RepMTG @theangiestanton Praying!! L-rd let this pass! Please!! We don’t want to be subject to gene therapy neither do we want to be accused once those vaxxed start goin through whatever that vaxx was designed to do,R
1250,"@Yoder_Esq @mikepfingston2 Most of these people have a ~ 99.98% chance of not only surviving a novel virus but more than likely would only get sick &amp; get better, as did I. I'm passing on the free doughnut &amp; the experimental rushed to public gene therapy with unknown long-term side effects. #NoVaccineForMe",R
1251,Exactly!  you are protected right?  But if you are Pharma you are lost revenue if you are unvaccinated -- and with the mRNA gene therapy masking as a vaccine-- think of ALL that lost health business-- no money to them if you are healthy https://t.co/1ZB0DOmRY9,R
1252,@Jord_45 What vaccine? Are you referring to experimental gene therapy injection currently in phase 3 clinical trials? For a virus 99.06+% of people recover from? Absolutely note. #mybodymychoice https://t.co/eKcAMz5PXZ,R
1253,"@starsandstripes This experiment on humanity so we are all lab rats for
this mRNA gene altering therapy (it is not a vaccine and
does not prevent covid). ALL these lies to enrich Bill Gates and all his eugenecist DAVOS friends.
https://t.co/JzLRz6sbiD",R
1254,"Count the cost of getting the CV shot. It could be a life changer. Why are they desperate to have everybody vaxxed at the same time for an illness that has a 98% recovery rate?  The shot is Gene Therapy, not the old vaxx as usual. It will change your DNA. I will be skipping it. https://t.co/dezI16Nysi",R
1255,"I’ve had COVID and I would rather get covid again then ever get their poisonous, experimental jab- the immune system is a remarkable thing, strengthen it, and take care of it #JUSTSAYNO #NoVaccinePassports #NoVaccineForMe #COVID19",R
1256,"@omgness4real The FDA issued an EUA (emergency use authorization) for an experimental ""vaccine"" that has not gone through the FDA approval process nor been tested on animals befor human use. This is an experiment with two groups. Vaxxed and unvaxxed. I will stay in the unvaxxed control group",R
1257,"Given that the vaccine rollout is experimental, it therefore surely follows established scientific practice that in addition to the vaccinated there is also control group of UNVACCINATED people in order to effect meaningful comparison. Correct ?",R
1258,The Constitution says I have Rights and I say No when 94.5 recovery rate is same as Pfizer VAX which is experimental. 🤦🏻‍♀️✝️🇺🇸 https://t.co/9SFOrhqWrP,R
1259,"@anconky @Sergeant8Robert @heritagepartyuk @davidkurten People go in hospital all the time for all sorts of things, if someone’s immune system is poor then that sucks and I feel bad for them but to lay the blame at the healthy unvaccinated public just seems cruel to me. Many people have legitimate fears about the vax...",R
